University Name,Subject,Ranking Instituion,Year,World Rank,Total Score
University of Ljubljana,Dentistry & Oral Sciences,ShanghaiRanking-ARWU,2020,201-300,
University of Malaya,Dentistry & Oral Sciences,ShanghaiRanking-ARWU,2020,201-300,
University of Marburg,Dentistry & Oral Sciences,ShanghaiRanking-ARWU,2020,201-300,
University of Murcia,Dentistry & Oral Sciences,ShanghaiRanking-ARWU,2020,201-300,
University of Padua,Dentistry & Oral Sciences,ShanghaiRanking-ARWU,2020,201-300,
University of Plymouth,Dentistry & Oral Sciences,ShanghaiRanking-ARWU,2020,201-300,
University of Porto,Dentistry & Oral Sciences,ShanghaiRanking-ARWU,2020,201-300,
University of Roma - Tor Vergata,Dentistry & Oral Sciences,ShanghaiRanking-ARWU,2020,201-300,
University of Tromso,Dentistry & Oral Sciences,ShanghaiRanking-ARWU,2020,201-300,
University of Tuebingen,Dentistry & Oral Sciences,ShanghaiRanking-ARWU,2020,201-300,
University of Ulm,Dentistry & Oral Sciences,ShanghaiRanking-ARWU,2020,201-300,
University of Ulsan,Dentistry & Oral Sciences,ShanghaiRanking-ARWU,2020,201-300,
University of Valencia,Dentistry & Oral Sciences,ShanghaiRanking-ARWU,2020,201-300,
Utrecht University,Dentistry & Oral Sciences,ShanghaiRanking-ARWU,2020,201-300,
Vita-Salute San Raffaele University,Dentistry & Oral Sciences,ShanghaiRanking-ARWU,2020,201-300,
Vrije Universiteit Brussel (VUB),Dentistry & Oral Sciences,ShanghaiRanking-ARWU,2020,201-300,
West Virginia University,Dentistry & Oral Sciences,ShanghaiRanking-ARWU,2020,201-300,
Witten Herdecke University,Dentistry & Oral Sciences,ShanghaiRanking-ARWU,2020,201-300,
Wonkwang University,Dentistry & Oral Sciences,ShanghaiRanking-ARWU,2020,201-300,
Xi'an Jiaotong University,Dentistry & Oral Sciences,ShanghaiRanking-ARWU,2020,201-300,
Yale University,Dentistry & Oral Sciences,ShanghaiRanking-ARWU,2020,201-300,
Zhejiang University,Dentistry & Oral Sciences,ShanghaiRanking-ARWU,2020,201-300,
University of Pennsylvania,Nursing,ShanghaiRanking-ARWU,2020,1,303.9
Griffith University,Nursing,ShanghaiRanking-ARWU,2020,2,274.4
Karolinska Institute,Nursing,ShanghaiRanking-ARWU,2020,3,270.1
The University of Queensland,Nursing,ShanghaiRanking-ARWU,2020,4,265.1
King's College London,Nursing,ShanghaiRanking-ARWU,2020,5,263.9
Johns Hopkins University,Nursing,ShanghaiRanking-ARWU,2020,6,260.4
Ghent University,Nursing,ShanghaiRanking-ARWU,2020,7,257.7
"University of California, San Francisco",Nursing,ShanghaiRanking-ARWU,2020,8,257
University of Technology Sydney,Nursing,ShanghaiRanking-ARWU,2020,9,252.6
University of North Carolina at Chapel Hill,Nursing,ShanghaiRanking-ARWU,2020,10,248.2
University of Southampton,Nursing,ShanghaiRanking-ARWU,2020,11,248
University of Sydney,Nursing,ShanghaiRanking-ARWU,2020,12,242.5
Maastricht University,Nursing,ShanghaiRanking-ARWU,2020,13,238.8
The University of Manchester,Nursing,ShanghaiRanking-ARWU,2020,14,237
University of Wisconsin - Madison,Nursing,ShanghaiRanking-ARWU,2020,15,235.9
Radboud University Nijmegen,Nursing,ShanghaiRanking-ARWU,2020,16,235.4
Queensland University of Technology,Nursing,ShanghaiRanking-ARWU,2020,17,235.2
Australian Catholic University,Nursing,ShanghaiRanking-ARWU,2020,18,232.6
Monash University,Nursing,ShanghaiRanking-ARWU,2020,19,232.3
KU Leuven,Nursing,ShanghaiRanking-ARWU,2020,20,231.7
University of Toronto,Nursing,ShanghaiRanking-ARWU,2020,21,229.6
New York University,Nursing,ShanghaiRanking-ARWU,2020,22,227.7
University of Washington,Nursing,ShanghaiRanking-ARWU,2020,23,226.3
Yale University,Nursing,ShanghaiRanking-ARWU,2020,24,225.1
Chang Gung University,Nursing,ShanghaiRanking-ARWU,2020,25,220.6
Emory University,Nursing,ShanghaiRanking-ARWU,2020,26,219.3
University of Michigan-Ann Arbor,Nursing,ShanghaiRanking-ARWU,2020,26,219.3
Uppsala University,Nursing,ShanghaiRanking-ARWU,2020,28,218
Vrije Universiteit Amsterdam,Nursing,ShanghaiRanking-ARWU,2020,29,217.2
University of Alberta,Nursing,ShanghaiRanking-ARWU,2020,30,214.2
National University of Singapore,Nursing,ShanghaiRanking-ARWU,2020,31,213.5
University of Turku,Nursing,ShanghaiRanking-ARWU,2020,32,213.4
National Taiwan University,Nursing,ShanghaiRanking-ARWU,2020,33,212.8
Duke University,Nursing,ShanghaiRanking-ARWU,2020,34,212.1
Columbia University,Nursing,ShanghaiRanking-ARWU,2020,35,212
University College London,Nursing,ShanghaiRanking-ARWU,2020,36,211.9
University of Roma - Tor Vergata,Nursing,ShanghaiRanking-ARWU,2020,36,211.9
University of Leeds,Nursing,ShanghaiRanking-ARWU,2020,38,211.3
Oregon Health and Science University,Nursing,ShanghaiRanking-ARWU,2020,39,211.2
Deakin University,Nursing,ShanghaiRanking-ARWU,2020,40,210.3
Taipei Medical University,Nursing,ShanghaiRanking-ARWU,2020,41,209.7
The University of Melbourne,Nursing,ShanghaiRanking-ARWU,2020,42,209
The Ohio State University - Columbus,Nursing,ShanghaiRanking-ARWU,2020,43,207.5
Lund University,Nursing,ShanghaiRanking-ARWU,2020,44,206.9
Curtin University,Nursing,ShanghaiRanking-ARWU,2020,45,206.4
University of Nottingham,Nursing,ShanghaiRanking-ARWU,2020,46,205.4
University of Oslo,Nursing,ShanghaiRanking-ARWU,2020,47,203.1
Harvard University,Nursing,ShanghaiRanking-ARWU,2020,48,201.8
Linkoping University,Nursing,ShanghaiRanking-ARWU,2020,49,201.2
University of British Columbia,Nursing,ShanghaiRanking-ARWU,2020,50,200.9
Case Western Reserve University,Nursing,ShanghaiRanking-ARWU,2020,51-75,
Charite - Universitats Medizin Berlin,Nursing,ShanghaiRanking-ARWU,2020,51-75,
Flinders University,Nursing,ShanghaiRanking-ARWU,2020,51-75,
Free University Berlin,Nursing,ShanghaiRanking-ARWU,2020,51-75,
Humboldt University of Berlin,Nursing,ShanghaiRanking-ARWU,2020,51-75,
McGill University,Nursing,ShanghaiRanking-ARWU,2020,51-75,
Sun Yat-sen University,Nursing,ShanghaiRanking-ARWU,2020,51-75,
The Chinese University of Hong Kong,Nursing,ShanghaiRanking-ARWU,2020,51-75,
The Hong Kong Polytechnic University,Nursing,ShanghaiRanking-ARWU,2020,51-75,
"The University of Newcastle, Australia",Nursing,ShanghaiRanking-ARWU,2020,51-75,
University College Cork,Nursing,ShanghaiRanking-ARWU,2020,51-75,
University of Amsterdam,Nursing,ShanghaiRanking-ARWU,2020,51-75,
University of Basel,Nursing,ShanghaiRanking-ARWU,2020,51-75,
University of Copenhagen,Nursing,ShanghaiRanking-ARWU,2020,51-75,
University of Gothenburg,Nursing,ShanghaiRanking-ARWU,2020,51-75,
University of Groningen,Nursing,ShanghaiRanking-ARWU,2020,51-75,
University of Illinois at Chicago,Nursing,ShanghaiRanking-ARWU,2020,51-75,
University of Kansas,Nursing,ShanghaiRanking-ARWU,2020,51-75,
University of Kentucky,Nursing,ShanghaiRanking-ARWU,2020,51-75,
"University of Minnesota, Twin Cities",Nursing,ShanghaiRanking-ARWU,2020,51-75,
University of Oxford,Nursing,ShanghaiRanking-ARWU,2020,51-75,
University of Surrey,Nursing,ShanghaiRanking-ARWU,2020,51-75,
Utrecht University,Nursing,ShanghaiRanking-ARWU,2020,51-75,
Western Sydney University,Nursing,ShanghaiRanking-ARWU,2020,51-75,
Western University,Nursing,ShanghaiRanking-ARWU,2020,51-75,
City University London,Nursing,ShanghaiRanking-ARWU,2020,76-100,
Edith Cowan University,Nursing,ShanghaiRanking-ARWU,2020,76-100,
Erasmus University Rotterdam,Nursing,ShanghaiRanking-ARWU,2020,76-100,
Kaohsiung Medical University,Nursing,ShanghaiRanking-ARWU,2020,76-100,
La Trobe University,Nursing,ShanghaiRanking-ARWU,2020,76-100,
Linnaeus University,Nursing,ShanghaiRanking-ARWU,2020,76-100,
McMaster University,Nursing,ShanghaiRanking-ARWU,2020,76-100,
National Taipei University of Nursing and Health Science,Nursing,ShanghaiRanking-ARWU,2020,76-100,
National Yang Ming University,Nursing,ShanghaiRanking-ARWU,2020,76-100,
Oslo Metropolitan University,Nursing,ShanghaiRanking-ARWU,2020,76-100,
"Rutgers, The State University of New Jersey - New Brunswick",Nursing,ShanghaiRanking-ARWU,2020,76-100,
The University of Adelaide,Nursing,ShanghaiRanking-ARWU,2020,76-100,
The University of Auckland,Nursing,ShanghaiRanking-ARWU,2020,76-100,
The University of New South Wales,Nursing,ShanghaiRanking-ARWU,2020,76-100,
The University of Western Australia,Nursing,ShanghaiRanking-ARWU,2020,76-100,
Trinity College Dublin,Nursing,ShanghaiRanking-ARWU,2020,76-100,
University of Alabama at Birmingham,Nursing,ShanghaiRanking-ARWU,2020,76-100,
"University of California, Los Angeles",Nursing,ShanghaiRanking-ARWU,2020,76-100,
University of Colorado Health Science Center,Nursing,ShanghaiRanking-ARWU,2020,76-100,
"University of Maryland, Baltimore",Nursing,ShanghaiRanking-ARWU,2020,76-100,
University of Pittsburgh,Nursing,ShanghaiRanking-ARWU,2020,76-100,
University of South Florida,Nursing,ShanghaiRanking-ARWU,2020,76-100,
University of Southern Denmark,Nursing,ShanghaiRanking-ARWU,2020,76-100,
University of Virginia,Nursing,ShanghaiRanking-ARWU,2020,76-100,
Virginia Commonwealth University,Nursing,ShanghaiRanking-ARWU,2020,76-100,
Aarhus University,Nursing,ShanghaiRanking-ARWU,2020,101-150,
American University of Beirut,Nursing,ShanghaiRanking-ARWU,2020,101-150,
Boston College,Nursing,ShanghaiRanking-ARWU,2020,101-150,
Cardiff University,Nursing,ShanghaiRanking-ARWU,2020,101-150,
Catholic University of Korea,Nursing,ShanghaiRanking-ARWU,2020,101-150,
Central Queensland University,Nursing,ShanghaiRanking-ARWU,2020,101-150,
Central South University,Nursing,ShanghaiRanking-ARWU,2020,101-150,
Chang Gung University of Science and Technology,Nursing,ShanghaiRanking-ARWU,2020,101-150,
Cyprus University of Technology,Nursing,ShanghaiRanking-ARWU,2020,101-150,
Edinburgh Napier University,Nursing,ShanghaiRanking-ARWU,2020,101-150,
Glasgow Caledonian University,Nursing,ShanghaiRanking-ARWU,2020,101-150,
Indiana University-Purdue University at Indianapolis,Nursing,ShanghaiRanking-ARWU,2020,101-150,
Massey University,Nursing,ShanghaiRanking-ARWU,2020,101-150,
National Cheng Kung University,Nursing,ShanghaiRanking-ARWU,2020,101-150,
National Defense Medical Center,Nursing,ShanghaiRanking-ARWU,2020,101-150,
"National University of Ireland, Galway",Nursing,ShanghaiRanking-ARWU,2020,101-150,
Oxford Brookes University,Nursing,ShanghaiRanking-ARWU,2020,101-150,
Pennsylvania State University - University Park,Nursing,ShanghaiRanking-ARWU,2020,101-150,
Queen's University Belfast,Nursing,ShanghaiRanking-ARWU,2020,101-150,
Ryerson University,Nursing,ShanghaiRanking-ARWU,2020,101-150,
Shandong University,Nursing,ShanghaiRanking-ARWU,2020,101-150,
Southern Cross University,Nursing,ShanghaiRanking-ARWU,2020,101-150,
The University of Hong Kong,Nursing,ShanghaiRanking-ARWU,2020,101-150,
The University of Sheffield,Nursing,ShanghaiRanking-ARWU,2020,101-150,
Umea University,Nursing,ShanghaiRanking-ARWU,2020,101-150,
"University at Buffalo, the State University of New York",Nursing,ShanghaiRanking-ARWU,2020,101-150,
University College Dublin,Nursing,ShanghaiRanking-ARWU,2020,101-150,
University of Arizona,Nursing,ShanghaiRanking-ARWU,2020,101-150,
University of Barcelona,Nursing,ShanghaiRanking-ARWU,2020,101-150,
University of Bergen,Nursing,ShanghaiRanking-ARWU,2020,101-150,
University of Bern,Nursing,ShanghaiRanking-ARWU,2020,101-150,
University of Birmingham,Nursing,ShanghaiRanking-ARWU,2020,101-150,
University of Connecticut,Nursing,ShanghaiRanking-ARWU,2020,101-150,
University of Eastern Finland,Nursing,ShanghaiRanking-ARWU,2020,101-150,
University of Florida,Nursing,ShanghaiRanking-ARWU,2020,101-150,
University of Granada,Nursing,ShanghaiRanking-ARWU,2020,101-150,
University of Iceland,Nursing,ShanghaiRanking-ARWU,2020,101-150,
University of Iowa,Nursing,ShanghaiRanking-ARWU,2020,101-150,
University of Liverpool,Nursing,ShanghaiRanking-ARWU,2020,101-150,
University of Montreal,Nursing,ShanghaiRanking-ARWU,2020,101-150,
University of Ottawa,Nursing,ShanghaiRanking-ARWU,2020,101-150,
University of Plymouth,Nursing,ShanghaiRanking-ARWU,2020,101-150,
University of Rochester,Nursing,ShanghaiRanking-ARWU,2020,101-150,
University of South Australia,Nursing,ShanghaiRanking-ARWU,2020,101-150,
University of the Sunshine Coast,Nursing,ShanghaiRanking-ARWU,2020,101-150,
University of Ulster,Nursing,ShanghaiRanking-ARWU,2020,101-150,
University of Utah,Nursing,ShanghaiRanking-ARWU,2020,101-150,
University of Wisconsin-Milwaukee,Nursing,ShanghaiRanking-ARWU,2020,101-150,
University of Wollongong,Nursing,ShanghaiRanking-ARWU,2020,101-150,
Vanderbilt University,Nursing,ShanghaiRanking-ARWU,2020,101-150,
Yonsei University,Nursing,ShanghaiRanking-ARWU,2020,101-150,
Arizona State University,Nursing,ShanghaiRanking-ARWU,2020,151-200,
AUT University,Nursing,ShanghaiRanking-ARWU,2020,151-200,
Autonomous University of Barcelona,Nursing,ShanghaiRanking-ARWU,2020,151-200,
Boston University,Nursing,ShanghaiRanking-ARWU,2020,151-200,
China Medical University (Taichung),Nursing,ShanghaiRanking-ARWU,2020,151-200,
Chung-Ang University,Nursing,ShanghaiRanking-ARWU,2020,151-200,
CUNY Hunter College,Nursing,ShanghaiRanking-ARWU,2020,151-200,
Dalhousie University,Nursing,ShanghaiRanking-ARWU,2020,151-200,
Georgia State University,Nursing,ShanghaiRanking-ARWU,2020,151-200,
James Cook University,Nursing,ShanghaiRanking-ARWU,2020,151-200,
Jonkoping University,Nursing,ShanghaiRanking-ARWU,2020,151-200,
Karlstad University,Nursing,ShanghaiRanking-ARWU,2020,151-200,
London South Bank University,Nursing,ShanghaiRanking-ARWU,2020,151-200,
Malmo University,Nursing,ShanghaiRanking-ARWU,2020,151-200,
Medical University of South Carolina,Nursing,ShanghaiRanking-ARWU,2020,151-200,
Michigan State University,Nursing,ShanghaiRanking-ARWU,2020,151-200,
Middlesex University,Nursing,ShanghaiRanking-ARWU,2020,151-200,
National and Kapodistrian University of Athens,Nursing,ShanghaiRanking-ARWU,2020,151-200,
Nord University,Nursing,ShanghaiRanking-ARWU,2020,151-200,
Northwestern University,Nursing,ShanghaiRanking-ARWU,2020,151-200,
Orebro University,Nursing,ShanghaiRanking-ARWU,2020,151-200,
Purdue University - West Lafayette,Nursing,ShanghaiRanking-ARWU,2020,151-200,
Rush University,Nursing,ShanghaiRanking-ARWU,2020,151-200,
Seoul National University,Nursing,ShanghaiRanking-ARWU,2020,151-200,
Stanford University,Nursing,ShanghaiRanking-ARWU,2020,151-200,
The Australian National University,Nursing,ShanghaiRanking-ARWU,2020,151-200,
The University of Calgary,Nursing,ShanghaiRanking-ARWU,2020,151-200,
The University of Dundee,Nursing,ShanghaiRanking-ARWU,2020,151-200,
The University of Edinburgh,Nursing,ShanghaiRanking-ARWU,2020,151-200,
The University of Texas at Austin,Nursing,ShanghaiRanking-ARWU,2020,151-200,
University College of Southeast Norway,Nursing,ShanghaiRanking-ARWU,2020,151-200,
University of Boras,Nursing,ShanghaiRanking-ARWU,2020,151-200,
University of Canberra,Nursing,ShanghaiRanking-ARWU,2020,151-200,
University of Central Lancashire,Nursing,ShanghaiRanking-ARWU,2020,151-200,
University of Gavle,Nursing,ShanghaiRanking-ARWU,2020,151-200,
University of Hull,Nursing,ShanghaiRanking-ARWU,2020,151-200,
University of Jordan,Nursing,ShanghaiRanking-ARWU,2020,151-200,
University of Manitoba,Nursing,ShanghaiRanking-ARWU,2020,151-200,
University of Massachusetts Amherst,Nursing,ShanghaiRanking-ARWU,2020,151-200,
University of Missouri-Kansas City,Nursing,ShanghaiRanking-ARWU,2020,151-200,
University of Nebraska Medical Center,Nursing,ShanghaiRanking-ARWU,2020,151-200,
University of New England,Nursing,ShanghaiRanking-ARWU,2020,151-200,
University of Otago,Nursing,ShanghaiRanking-ARWU,2020,151-200,
University of Southern California,Nursing,ShanghaiRanking-ARWU,2020,151-200,
University of Tromso,Nursing,ShanghaiRanking-ARWU,2020,151-200,
University of Ulsan,Nursing,ShanghaiRanking-ARWU,2020,151-200,
University West,Nursing,ShanghaiRanking-ARWU,2020,151-200,
Western Norway University of Applied Sciences,Nursing,ShanghaiRanking-ARWU,2020,151-200,
Wuhan University,Nursing,ShanghaiRanking-ARWU,2020,151-200,
Aalborg University,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Ajou University,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Al al-Bayt University,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Baylor College of Medicine,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Bournemouth University,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Brigham Young University,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Brown University,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Capital Medical University,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Charles Sturt University,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Chiang Mai University,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Chung Shan Medical University,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Chungnam National University,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Cornell University,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Coventry University,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Dalarna University,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Dartmouth College,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Dokuz Eylul University,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Duquesne University,Nursing,ShanghaiRanking-ARWU,2020,201-300,
East Carolina University,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Ege University,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Ewha Womans University,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Florida International University,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Florida State University,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Gachon University,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Gazi University,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Hacettepe University,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Hallym University,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Halmstad University,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Hungkuang University,Nursing,ShanghaiRanking-ARWU,2020,201-300,
I Shou University,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Indiana University Bloomington,Nursing,ShanghaiRanking-ARWU,2020,201-300,
INHA University,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Iran University of Medical Sciences,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Isfahan University Medical Science,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Istanbul University,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Jordan University of Science and Technology,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Kent State University,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Korea University,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Kyung Hee University,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Kyungpook National University,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Loma Linda University,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Malardalen University,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Marquette University,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Mayo Clinic Alix School of Medicine,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Medical College of Wisconsin,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Mid-Sweden University,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Northeastern University (Boston),Nursing,ShanghaiRanking-ARWU,2020,201-300,
Norwegian University of Science and Technology - NTNU,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Queen's University,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Saint Louis University,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Shahid Beheshti University of Medical Sciences,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Sichuan University,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Stony Brook University,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Swansea University,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Tabriz University of Medical Science,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Tampere University,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Tarbiat Modares University,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Tehran University of Medical Sciences,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Tel Aviv University,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Texas Womans University,Nursing,ShanghaiRanking-ARWU,2020,201-300,
The George Washington University,Nursing,ShanghaiRanking-ARWU,2020,201-300,
The University of Alabama - Tuscaloosa,Nursing,ShanghaiRanking-ARWU,2020,201-300,
The University of New Mexico - Albuquerque,Nursing,ShanghaiRanking-ARWU,2020,201-300,
The University of Notre Dame Australia,Nursing,ShanghaiRanking-ARWU,2020,201-300,
The University of Texas Health Science Center at Houston,Nursing,ShanghaiRanking-ARWU,2020,201-300,
The University of Texas Health Science Center at San Antonio,Nursing,ShanghaiRanking-ARWU,2020,201-300,
The University of Tokyo,Nursing,ShanghaiRanking-ARWU,2020,201-300,
University of Alicante,Nursing,ShanghaiRanking-ARWU,2020,201-300,
University of Arkansas for Medical Sciences,Nursing,ShanghaiRanking-ARWU,2020,201-300,
"University of California, Davis",Nursing,ShanghaiRanking-ARWU,2020,201-300,
"University of California, Irvine",Nursing,ShanghaiRanking-ARWU,2020,201-300,
"University of California, San Diego",Nursing,ShanghaiRanking-ARWU,2020,201-300,
University of Central Florida,Nursing,ShanghaiRanking-ARWU,2020,201-300,
University of Cincinnati,Nursing,ShanghaiRanking-ARWU,2020,201-300,
University of Colorado at Denver,Nursing,ShanghaiRanking-ARWU,2020,201-300,
University of Helsinki,Nursing,ShanghaiRanking-ARWU,2020,201-300,
University of Huddersfield,Nursing,ShanghaiRanking-ARWU,2020,201-300,
University of Limerick,Nursing,ShanghaiRanking-ARWU,2020,201-300,
University of Louisville,Nursing,ShanghaiRanking-ARWU,2020,201-300,
University of Massachusetts Boston,Nursing,ShanghaiRanking-ARWU,2020,201-300,
University of Massachusetts Medical School - Worcester,Nursing,ShanghaiRanking-ARWU,2020,201-300,
University of Miami,Nursing,ShanghaiRanking-ARWU,2020,201-300,
University of Missouri - Columbia,Nursing,ShanghaiRanking-ARWU,2020,201-300,
University of Nevada-Las Vegas,Nursing,ShanghaiRanking-ARWU,2020,201-300,
University of North Carolina at Greensboro,Nursing,ShanghaiRanking-ARWU,2020,201-300,
University of Oulu,Nursing,ShanghaiRanking-ARWU,2020,201-300,
University of Porto,Nursing,ShanghaiRanking-ARWU,2020,201-300,
University of Salford,Nursing,ShanghaiRanking-ARWU,2020,201-300,
University of Sao Paulo,Nursing,ShanghaiRanking-ARWU,2020,201-300,
University of Saskatchewan,Nursing,ShanghaiRanking-ARWU,2020,201-300,
University of South Carolina - Columbia,Nursing,ShanghaiRanking-ARWU,2020,201-300,
University of Stavanger,Nursing,ShanghaiRanking-ARWU,2020,201-300,
University of Tasmania,Nursing,ShanghaiRanking-ARWU,2020,201-300,
University of Tennessee Health Science Center,Nursing,ShanghaiRanking-ARWU,2020,201-300,
University of Udine,Nursing,ShanghaiRanking-ARWU,2020,201-300,
University of Victoria,Nursing,ShanghaiRanking-ARWU,2020,201-300,
University of Wyoming,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Villanova University,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Washington State University,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Wayne State University,Nursing,ShanghaiRanking-ARWU,2020,201-300,
Harvard University,Medical Technology,ShanghaiRanking-ARWU,2020,1,292.6
University College London,Medical Technology,ShanghaiRanking-ARWU,2020,2,232.2
Johns Hopkins University,Medical Technology,ShanghaiRanking-ARWU,2020,3,230.9
University of Toronto,Medical Technology,ShanghaiRanking-ARWU,2020,4,224.4
Stanford University,Medical Technology,ShanghaiRanking-ARWU,2020,5,215.6
King's College London,Medical Technology,ShanghaiRanking-ARWU,2020,6,213.9
University of Oxford,Medical Technology,ShanghaiRanking-ARWU,2020,7,209.7
Radboud University Nijmegen,Medical Technology,ShanghaiRanking-ARWU,2020,8,206
"University of California, Los Angeles",Medical Technology,ShanghaiRanking-ARWU,2020,9,204.9
Utrecht University,Medical Technology,ShanghaiRanking-ARWU,2020,10,204.5
Mayo Clinic Alix School of Medicine,Medical Technology,ShanghaiRanking-ARWU,2020,11,202.7
Heidelberg University,Medical Technology,ShanghaiRanking-ARWU,2020,12,201.8
University of Pennsylvania,Medical Technology,ShanghaiRanking-ARWU,2020,13,201.3
Technical University of Munich,Medical Technology,ShanghaiRanking-ARWU,2020,14,196.9
Imperial College London,Medical Technology,ShanghaiRanking-ARWU,2020,15,195.1
"University of California, San Francisco",Medical Technology,ShanghaiRanking-ARWU,2020,16,195
Duke University,Medical Technology,ShanghaiRanking-ARWU,2020,17,194.5
University of Munich,Medical Technology,ShanghaiRanking-ARWU,2020,18,193.8
The University of Texas M. D. Anderson Cancer Center,Medical Technology,ShanghaiRanking-ARWU,2020,19,193
New York University,Medical Technology,ShanghaiRanking-ARWU,2020,20,190.2
Vrije Universiteit Amsterdam,Medical Technology,ShanghaiRanking-ARWU,2020,20,190.2
University of Zurich,Medical Technology,ShanghaiRanking-ARWU,2020,22,189.9
Washington University in St. Louis,Medical Technology,ShanghaiRanking-ARWU,2020,23,187.8
University of Copenhagen,Medical Technology,ShanghaiRanking-ARWU,2020,24,187.7
Medical University of Vienna,Medical Technology,ShanghaiRanking-ARWU,2020,25,187.5
KU Leuven,Medical Technology,ShanghaiRanking-ARWU,2020,26,186.1
Erasmus University Rotterdam,Medical Technology,ShanghaiRanking-ARWU,2020,27,185.9
University of Amsterdam,Medical Technology,ShanghaiRanking-ARWU,2020,28,185.2
Yale University,Medical Technology,ShanghaiRanking-ARWU,2020,29,183.9
Humboldt University of Berlin,Medical Technology,ShanghaiRanking-ARWU,2020,30,182.9
Leiden University,Medical Technology,ShanghaiRanking-ARWU,2020,31,182.3
Free University Berlin,Medical Technology,ShanghaiRanking-ARWU,2020,32,182
McGill University,Medical Technology,ShanghaiRanking-ARWU,2020,33,181.7
University of Washington,Medical Technology,ShanghaiRanking-ARWU,2020,34,181
University of Michigan-Ann Arbor,Medical Technology,ShanghaiRanking-ARWU,2020,35,180.9
Maastricht University,Medical Technology,ShanghaiRanking-ARWU,2020,36,180.5
University of Wisconsin - Madison,Medical Technology,ShanghaiRanking-ARWU,2020,37,180
University of Groningen,Medical Technology,ShanghaiRanking-ARWU,2020,38,178.6
Charite - Universitats Medizin Berlin,Medical Technology,ShanghaiRanking-ARWU,2020,39,178.3
Emory University,Medical Technology,ShanghaiRanking-ARWU,2020,40,178
Aarhus University,Medical Technology,ShanghaiRanking-ARWU,2020,41,177.9
Seoul National University,Medical Technology,ShanghaiRanking-ARWU,2020,42,177.6
University of Tuebingen,Medical Technology,ShanghaiRanking-ARWU,2020,43,177.2
Cornell University,Medical Technology,ShanghaiRanking-ARWU,2020,44,176.4
ETH Zurich,Medical Technology,ShanghaiRanking-ARWU,2020,45,174.8
Massachusetts Institute of Technology (MIT),Medical Technology,ShanghaiRanking-ARWU,2020,46,174.7
