University Name,Subject,Ranking Instituion,Year,World Rank,Total Score
China University of Geosciences (Wuhan),Earth Sciences,ShanghaiRanking-ARWU,2020,24,226.6
Universit???? Grenoble Alpes,Earth Sciences,ShanghaiRanking-ARWU,2020,25,226.4
The Australian National University,Earth Sciences,ShanghaiRanking-ARWU,2020,26,225.2
Imperial College London,Earth Sciences,ShanghaiRanking-ARWU,2020,27,223
The University of Tokyo,Earth Sciences,ShanghaiRanking-ARWU,2020,27,223
University of Bremen,Earth Sciences,ShanghaiRanking-ARWU,2020,29,220.9
Paul Sabatier University (Toulouse 3),Earth Sciences,ShanghaiRanking-ARWU,2020,30,219.5
University of Arizona,Earth Sciences,ShanghaiRanking-ARWU,2020,31,219.4
University College London,Earth Sciences,ShanghaiRanking-ARWU,2020,32,217.4
University of Southampton,Earth Sciences,ShanghaiRanking-ARWU,2020,33,216.5
Durham University,Earth Sciences,ShanghaiRanking-ARWU,2020,34,216.3
China University of Geosciences (Beijing),Earth Sciences,ShanghaiRanking-ARWU,2020,35,213
Peking University,Earth Sciences,ShanghaiRanking-ARWU,2020,36,210.1
Stanford University,Earth Sciences,ShanghaiRanking-ARWU,2020,37,208.7
University of Bern,Earth Sciences,ShanghaiRanking-ARWU,2020,38,207.5
Curtin University,Earth Sciences,ShanghaiRanking-ARWU,2020,39,207.4
"University of California, Irvine",Earth Sciences,ShanghaiRanking-ARWU,2020,40,206.7
Nanjing University,Earth Sciences,ShanghaiRanking-ARWU,2020,41,206.5
University of Michigan-Ann Arbor,Earth Sciences,ShanghaiRanking-ARWU,2020,42,206.4
University of Wisconsin - Madison,Earth Sciences,ShanghaiRanking-ARWU,2020,43,206.3
Pennsylvania State University - University Park,Earth Sciences,ShanghaiRanking-ARWU,2020,44,206
Yale University,Earth Sciences,ShanghaiRanking-ARWU,2020,45,205
Johns Hopkins University,Earth Sciences,ShanghaiRanking-ARWU,2020,46,204.7
University of Chicago,Earth Sciences,ShanghaiRanking-ARWU,2020,47,204.2
"University of Minnesota, Twin Cities",Earth Sciences,ShanghaiRanking-ARWU,2020,48,204
Oregon State University,Earth Sciences,ShanghaiRanking-ARWU,2020,49,202.7
The University of Western Australia,Earth Sciences,ShanghaiRanking-ARWU,2020,50,202.3
University of Alberta,Earth Sciences,ShanghaiRanking-ARWU,2020,50,202.3
University of New Hampshire,Earth Sciences,ShanghaiRanking-ARWU,2020,50,202.3
Aix Marseille University,Earth Sciences,ShanghaiRanking-ARWU,2020,51-75,
Arizona State University,Earth Sciences,ShanghaiRanking-ARWU,2020,51-75,
Brown University,Earth Sciences,ShanghaiRanking-ARWU,2020,51-75,
Georgia Institute of Technology,Earth Sciences,ShanghaiRanking-ARWU,2020,51-75,
Monash University,Earth Sciences,ShanghaiRanking-ARWU,2020,51-75,
PSL University,Earth Sciences,ShanghaiRanking-ARWU,2020,51-75,
Stockholm University,Earth Sciences,ShanghaiRanking-ARWU,2020,51-75,
The University of Adelaide,Earth Sciences,ShanghaiRanking-ARWU,2020,51-75,
The University of Edinburgh,Earth Sciences,ShanghaiRanking-ARWU,2020,51-75,
The University of New South Wales,Earth Sciences,ShanghaiRanking-ARWU,2020,51-75,
The University of Reading,Earth Sciences,ShanghaiRanking-ARWU,2020,51-75,
University of Alaska - Fairbanks,Earth Sciences,ShanghaiRanking-ARWU,2020,51-75,
University of Bergen,Earth Sciences,ShanghaiRanking-ARWU,2020,51-75,
"University of California, Santa Barbara",Earth Sciences,ShanghaiRanking-ARWU,2020,51-75,
"University of California, Santa Cruz",Earth Sciences,ShanghaiRanking-ARWU,2020,51-75,
University of Exeter,Earth Sciences,ShanghaiRanking-ARWU,2020,51-75,
University of Hawaii at Manoa,Earth Sciences,ShanghaiRanking-ARWU,2020,51-75,
University of Oslo,Earth Sciences,ShanghaiRanking-ARWU,2020,51-75,
Paris-Saclay University,Earth Sciences,ShanghaiRanking-ARWU,2020,51-75,
University of Potsdam,Earth Sciences,ShanghaiRanking-ARWU,2020,51-75,
University of Science and Technology of China,Earth Sciences,ShanghaiRanking-ARWU,2020,51-75,
University of Tasmania,Earth Sciences,ShanghaiRanking-ARWU,2020,51-75,
University of Toronto,Earth Sciences,ShanghaiRanking-ARWU,2020,51-75,
Boston University,Earth Sciences,ShanghaiRanking-ARWU,2020,76-100,
Ecole Normale Superieure - Lyon,Earth Sciences,ShanghaiRanking-ARWU,2020,76-100,
Lund University,Earth Sciences,ShanghaiRanking-ARWU,2020,76-100,
Macquarie University,Earth Sciences,ShanghaiRanking-ARWU,2020,76-100,
McGill University,Earth Sciences,ShanghaiRanking-ARWU,2020,76-100,
Purdue University - West Lafayette,Earth Sciences,ShanghaiRanking-ARWU,2020,76-100,
Rice University,Earth Sciences,ShanghaiRanking-ARWU,2020,76-100,
Texas A&M University,Earth Sciences,ShanghaiRanking-ARWU,2020,76-100,
The Open University,Earth Sciences,ShanghaiRanking-ARWU,2020,76-100,
The University of Hong Kong,Earth Sciences,ShanghaiRanking-ARWU,2020,76-100,
The University of Manchester,Earth Sciences,ShanghaiRanking-ARWU,2020,76-100,
The University of Melbourne,Earth Sciences,ShanghaiRanking-ARWU,2020,76-100,
Tohoku University,Earth Sciences,ShanghaiRanking-ARWU,2020,76-100,
University of British Columbia,Earth Sciences,ShanghaiRanking-ARWU,2020,76-100,
"University of California, Davis",Earth Sciences,ShanghaiRanking-ARWU,2020,76-100,
"University of California, Riverside",Earth Sciences,ShanghaiRanking-ARWU,2020,76-100,
University of Illinois at Urbana-Champaign,Earth Sciences,ShanghaiRanking-ARWU,2020,76-100,
University of Lausanne,Earth Sciences,ShanghaiRanking-ARWU,2020,76-100,
University of Liverpool,Earth Sciences,ShanghaiRanking-ARWU,2020,76-100,
University of Lorraine,Earth Sciences,ShanghaiRanking-ARWU,2020,76-100,
University of Montpellier,Earth Sciences,ShanghaiRanking-ARWU,2020,76-100,
University of Southern California,Earth Sciences,ShanghaiRanking-ARWU,2020,76-100,
University of St Andrews,Earth Sciences,ShanghaiRanking-ARWU,2020,76-100,
Vrije Universiteit Amsterdam,Earth Sciences,ShanghaiRanking-ARWU,2020,76-100,
Wuhan University,Earth Sciences,ShanghaiRanking-ARWU,2020,76-100,
Aarhus University,Earth Sciences,ShanghaiRanking-ARWU,2020,101-150,
Cardiff University,Earth Sciences,ShanghaiRanking-ARWU,2020,101-150,
Claude Bernard University Lyon 1,Earth Sciences,ShanghaiRanking-ARWU,2020,101-150,
Colorado State University,Earth Sciences,ShanghaiRanking-ARWU,2020,101-150,
Cornell University,Earth Sciences,ShanghaiRanking-ARWU,2020,101-150,
Delft University of Technology,Earth Sciences,ShanghaiRanking-ARWU,2020,101-150,
Duke University,Earth Sciences,ShanghaiRanking-ARWU,2020,101-150,
Free University Berlin,Earth Sciences,ShanghaiRanking-ARWU,2020,101-150,
Goethe University Frankfurt,Earth Sciences,ShanghaiRanking-ARWU,2020,101-150,
Karlsruhe Institute of Technology (KIT),Earth Sciences,ShanghaiRanking-ARWU,2020,101-150,
Kyoto University,Earth Sciences,ShanghaiRanking-ARWU,2020,101-150,
Nanyang Technological University,Earth Sciences,ShanghaiRanking-ARWU,2020,101-150,
National Taiwan University,Earth Sciences,ShanghaiRanking-ARWU,2020,101-150,
"Rutgers, The State University of New Jersey - New Brunswick",Earth Sciences,ShanghaiRanking-ARWU,2020,101-150,
Sun Yat-sen University,Earth Sciences,ShanghaiRanking-ARWU,2020,101-150,
Swiss Federal Institute of Technology Lausanne,Earth Sciences,ShanghaiRanking-ARWU,2020,101-150,
Technical University of Denmark,Earth Sciences,ShanghaiRanking-ARWU,2020,101-150,
The Ohio State University - Columbus,Earth Sciences,ShanghaiRanking-ARWU,2020,101-150,
The University of New Mexico - Albuquerque,Earth Sciences,ShanghaiRanking-ARWU,2020,101-150,
University of Bayreuth,Earth Sciences,ShanghaiRanking-ARWU,2020,101-150,
University of Cologne,Earth Sciences,ShanghaiRanking-ARWU,2020,101-150,
University of East Anglia,Earth Sciences,ShanghaiRanking-ARWU,2020,101-150,
University of Florida,Earth Sciences,ShanghaiRanking-ARWU,2020,101-150,
University of Geneva,Earth Sciences,ShanghaiRanking-ARWU,2020,101-150,
University of Helsinki,Earth Sciences,ShanghaiRanking-ARWU,2020,101-150,
University of Iceland,Earth Sciences,ShanghaiRanking-ARWU,2020,101-150,
University of Kiel,Earth Sciences,ShanghaiRanking-ARWU,2020,101-150,
University of Leicester,Earth Sciences,ShanghaiRanking-ARWU,2020,101-150,
University of Liege,Earth Sciences,ShanghaiRanking-ARWU,2020,101-150,
University of Mainz,Earth Sciences,ShanghaiRanking-ARWU,2020,101-150,
University of Miami,Earth Sciences,ShanghaiRanking-ARWU,2020,101-150,
University of Muenster,Earth Sciences,ShanghaiRanking-ARWU,2020,101-150,
University of Munich,Earth Sciences,ShanghaiRanking-ARWU,2020,101-150,
University of Oregon,Earth Sciences,ShanghaiRanking-ARWU,2020,101-150,
University of Orleans,Earth Sciences,ShanghaiRanking-ARWU,2020,101-150,
University of Otago,Earth Sciences,ShanghaiRanking-ARWU,2020,101-150,
University of Padua,Earth Sciences,ShanghaiRanking-ARWU,2020,101-150,
University of Savoy,Earth Sciences,ShanghaiRanking-ARWU,2020,101-150,
University of Strasbourg,Earth Sciences,ShanghaiRanking-ARWU,2020,101-150,
University of Sydney,Earth Sciences,ShanghaiRanking-ARWU,2020,101-150,
University of Tuebingen,Earth Sciences,ShanghaiRanking-ARWU,2020,101-150,
University of Utah,Earth Sciences,ShanghaiRanking-ARWU,2020,101-150,
University of Victoria,Earth Sciences,ShanghaiRanking-ARWU,2020,101-150,
University of Western Brittany,Earth Sciences,ShanghaiRanking-ARWU,2020,101-150,
University of Zurich,Earth Sciences,ShanghaiRanking-ARWU,2020,101-150,
Uppsala University,Earth Sciences,ShanghaiRanking-ARWU,2020,101-150,
Victoria University of Wellington,Earth Sciences,ShanghaiRanking-ARWU,2020,101-150,
Virginia Polytechnic Institute and State University,Earth Sciences,ShanghaiRanking-ARWU,2020,101-150,
Wageningen University & Research,Earth Sciences,ShanghaiRanking-ARWU,2020,101-150,
Washington University in St. Louis,Earth Sciences,ShanghaiRanking-ARWU,2020,101-150,
Aberystwyth University,Earth Sciences,ShanghaiRanking-ARWU,2020,151-200,
Beijing Normal University,Earth Sciences,ShanghaiRanking-ARWU,2020,151-200,
Complutense University of Madrid,Earth Sciences,ShanghaiRanking-ARWU,2020,151-200,
Dartmouth College,Earth Sciences,ShanghaiRanking-ARWU,2020,151-200,
Florida State University,Earth Sciences,ShanghaiRanking-ARWU,2020,151-200,
Ghent University,Earth Sciences,ShanghaiRanking-ARWU,2020,151-200,
Heidelberg University,Earth Sciences,ShanghaiRanking-ARWU,2020,151-200,
Hokkaido University,Earth Sciences,ShanghaiRanking-ARWU,2020,151-200,
Indiana University Bloomington,Earth Sciences,ShanghaiRanking-ARWU,2020,151-200,
KU Leuven,Earth Sciences,ShanghaiRanking-ARWU,2020,151-200,
Lancaster University,Earth Sciences,ShanghaiRanking-ARWU,2020,151-200,
Leibniz University Hannover,Earth Sciences,ShanghaiRanking-ARWU,2020,151-200,
Louisiana State University - Baton Rouge,Earth Sciences,ShanghaiRanking-ARWU,2020,151-200,
Nagoya University,Earth Sciences,ShanghaiRanking-ARWU,2020,151-200,
Newcastle University,Earth Sciences,ShanghaiRanking-ARWU,2020,151-200,
Northwest University,Earth Sciences,ShanghaiRanking-ARWU,2020,151-200,
"Royal Holloway, University of London",Earth Sciences,ShanghaiRanking-ARWU,2020,151-200,
Sapienza University of Rome,Earth Sciences,ShanghaiRanking-ARWU,2020,151-200,
Stony Brook University,Earth Sciences,ShanghaiRanking-ARWU,2020,151-200,
Technical University of Munich,Earth Sciences,ShanghaiRanking-ARWU,2020,151-200,
The Hebrew University of Jerusalem,Earth Sciences,ShanghaiRanking-ARWU,2020,151-200,
The University of Calgary,Earth Sciences,ShanghaiRanking-ARWU,2020,151-200,
The University of Queensland,Earth Sciences,ShanghaiRanking-ARWU,2020,151-200,
The University of Sheffield,Earth Sciences,ShanghaiRanking-ARWU,2020,151-200,
Tokyo Institute of Technology,Earth Sciences,ShanghaiRanking-ARWU,2020,151-200,
Tsinghua University,Earth Sciences,ShanghaiRanking-ARWU,2020,151-200,
University of Aberdeen,Earth Sciences,ShanghaiRanking-ARWU,2020,151-200,
University of Birmingham,Earth Sciences,ShanghaiRanking-ARWU,2020,151-200,
University of Bonn,Earth Sciences,ShanghaiRanking-ARWU,2020,151-200,
University of Cape Town,Earth Sciences,ShanghaiRanking-ARWU,2020,151-200,
University of Chile,Earth Sciences,ShanghaiRanking-ARWU,2020,151-200,
University of Cincinnati,Earth Sciences,ShanghaiRanking-ARWU,2020,151-200,
University of Clermont Auvergne,Earth Sciences,ShanghaiRanking-ARWU,2020,151-200,
University of C????te d'Azur,Earth Sciences,ShanghaiRanking-ARWU,2020,151-200,
University of Delaware,Earth Sciences,ShanghaiRanking-ARWU,2020,151-200,
University of Goettingen,Earth Sciences,ShanghaiRanking-ARWU,2020,151-200,
University of Granada,Earth Sciences,ShanghaiRanking-ARWU,2020,151-200,
University of Guelph,Earth Sciences,ShanghaiRanking-ARWU,2020,151-200,
University of Hamburg,Earth Sciences,ShanghaiRanking-ARWU,2020,151-200,
University of Massachusetts Amherst,Earth Sciences,ShanghaiRanking-ARWU,2020,151-200,
University of Nantes,Earth Sciences,ShanghaiRanking-ARWU,2020,151-200,
University of Plymouth,Earth Sciences,ShanghaiRanking-ARWU,2020,151-200,
University of Rennes 1,Earth Sciences,ShanghaiRanking-ARWU,2020,151-200,
University of Sao Paulo,Earth Sciences,ShanghaiRanking-ARWU,2020,151-200,
University of Saskatchewan,Earth Sciences,ShanghaiRanking-ARWU,2020,151-200,
University of South Carolina - Columbia,Earth Sciences,ShanghaiRanking-ARWU,2020,151-200,
University of Tromso,Earth Sciences,ShanghaiRanking-ARWU,2020,151-200,
University of Vienna,Earth Sciences,ShanghaiRanking-ARWU,2020,151-200,
University of Waterloo,Earth Sciences,ShanghaiRanking-ARWU,2020,151-200,
University of Wyoming,Earth Sciences,ShanghaiRanking-ARWU,2020,151-200,
Autonomous University of Barcelona,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
Ben-Gurion University of the Negev,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
"Birkbeck, University of London",Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
Boise State University,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
Catholic University of Louvain,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
Charles University in Prague,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
China University of Petroleum - Beijing,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
Dalhousie University,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
Ecole des Ponts ParisTech,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
George Mason University,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
Graz University of Technology,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
Humboldt University of Berlin,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
Hunan University,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
Institut polytechnique de Paris,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
James Cook University,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
Kochi University,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
KTH Royal Institute of Technology,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
Kyushu University,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
Lanzhou University,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
Memorial University of Newfoundland,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
Miami University-Oxford,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
Michigan State University,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
Montana State University - Bozeman,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
Nanjing University of Information Science & Technology,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
National Autonomous University of Mexico,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
New Mexico Institute of Mining and Technology,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
North Carolina State University - Raleigh,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
Northern Arizona University,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
Northumbria University,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
Northwest A&F University,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
Northwestern University,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
Ocean University of China,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
Old Dominion University,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
Roma Tre University,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
Seoul National University,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
Swansea University,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
Swedish University of Agricultural Sciences,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
Syracuse University,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
The University of Auckland,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
The University of Georgia,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
The University of Glasgow,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
"The University of Newcastle, Australia",Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
The University of Texas at Dallas,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
The University of Texas at San Antonio,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
Tongji University,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
TU Dresden,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
Tulane University,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
Umea University,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
Universit???? libre de Bruxelles (ULB),Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
University College Dublin,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
University of Barcelona,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
University of Basel,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
University of Bochum,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
University of Bologna,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
University of Bordeaux,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
University of Canterbury,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
University of Connecticut,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
University of Eastern Finland,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
University of Erlangen-Nuremberg,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
University of Florence,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
University of Freiburg,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
University of Gothenburg,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
University of Houston,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
University of Hull,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
University of Idaho,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
University of Innsbruck,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
University of Johannesburg,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
University of Kansas,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
University of Lille,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
University of Lisbon,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
University of Maine,Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
"University of Maryland, Baltimore County",Earth Sciences,ShanghaiRanking-ARWU,2020,201-300,
