Ranking,University English Name,Country/Region,Academic Reputation,Employer Reputation,Faculty Student,International Faculty,International Students,Citations per Faculty,Overall Score,Free
272,萨里大学University of Surrey,United Kingdom,29.4,35.6,-,95.7,99.1,47.8,39.6,免费评估
274,东英吉利大学University of East Anglia,United Kingdom,-,-,43.4,82.1,82.7,49.8,39.5,免费评估
275,Universitat Politècnica de Catalunya,Spain,42.4,49.1,55,-,30.7,22.3,39.4,免费评估
276,University of Turku,Finland,32.8,33.6,75.2,46.4,-,25.3,39.3,免费评估
277,Universitas Indonesia,Indonesia,48.1,60.1,44.3,87.1,-,-,39.2,免费评估
277,思克莱德大学University of Strathclyde,United Kingdom,30.4,63.9,29,87.6,77.7,32.6,39.2,免费评估
279,达尔豪斯大学Dalhousie University,Canada,-,-,-,100,72.3,68.5,39.1,免费评估
279,南澳大学University of South Australia,Australia,32,36.4,29.4,100,65.7,41.9,39.1,免费评估
281,Universidad Carlos III de Madrid (UC3M),Spain,37.6,64.9,68.3,34.4,-,-,38.9,免费评估
282,Wuhan University,China,43.9,57.9,-,52.7,-,37.5,38.8,免费评估
283,Rutgers University - New Brunswick,United States,49.1,-,35.2,26.3,26.4,32,38.6,免费评估
283,University College Cork,Ireland,37.8,47.7,-,94.8,34.9,36.7,38.6,免费评估
283,University of Gothenburg,Sweden,43.5,-,45.8,39.5,33.2,32.9,38.6,免费评估
286,Universität Innsbruck,Austria,29.1,47.6,42.6,97.9,99.1,-,38.5,免费评估
287,Linköping University,Sweden,27.3,44.4,70.2,39,-,30.4,38.4,免费评估
287,Friedrich-Alexander-Universität Erlangen-Nürnberg,Germany,28.9,40.2,-,23.9,27.4,97.3,38.4,免费评估
289,National Taiwan Normal University,Taiwan,36.7,-,73,-,86,-,38.3,免费评估
289,渥太华大学University of Ottawa,Canada,32.6,36,-,85.1,52.1,66,38.3,免费评估
291,Bauman Moscow State Technical University,Russia,28,60.2,99.9,-,-,-,38.2,免费评估
292,怀卡托大学The university of Waikato,New Zealand,-,-,-,97.3,79.7,64.4,38.1,免费评估
293,迪肯大学Deakin University,Australia,39.9,48.9,-,96.1,59.6,38.9,37.9,免费评估
293,Indian Institute of Technology Kanpur (IITK),India,38.8,43.8,-,-,-,73.2,37.9,免费评估
293,Université Paris-Sorbonne (Paris IV),France,65.8,47.2,-,24.4,48.3,-,37.9,免费评估
296,伦敦大学亚非学院SOAS University of London,United Kingdom,33.7,-,43.1,100,100,-,37.8,免费评估
296,Università di Padova,Italy,58,38.8,-,-,-,39.6,37.8,免费评估
296,Universitat Pompeu Fabra,Spain,37.8,36.3,-,74.8,31.6,47.7,37.8,免费评估
299,Ewha Womans University,South Korea,29.8,-,83.6,-,45.4,-,37.7,免费评估
299,香港浸会大学Hong Kong Baptist University,Hong Kong,-,-,35.6,100,86.3,52.6,37.7,免费评估
301,"University of California, Santa Cruz",United States,30.6,-,-,24.2,-,94.4,37.6,免费评估
301,University of Porto,Portugal,45.6,49.3,-,-,-,52.8,37.6,免费评估
303,Université de Strasbourg,France,57.4,-,-,35.7,50.9,27.9,37.5,免费评估
304,印第安纳大学伯明顿主校区Indiana University Bloomington,United States,53.5,41.6,-,37.6,26.1,-,37.4,免费评估
305,Université Paris Diderot - Paris 7,France,53.7,-,-,21.3,56.5,38.1,37.3,免费评估
305,University of Lisbon,Portugal,47.4,61,-,-,32.1,37.5,37.3,免费评估
307,Politecnico di Torino,Italy,36,71.1,-,-,38.1,63.8,37.0,免费评估
308,"伦敦大学伯克贝克学院Birkbeck, University Of London",United Kingdom,-,-,25.9,97.3,99.1,61.7,36.9,免费评估
308,Indian Institute of Technology Kharagpur (IIT-KGP),India,31.4,49.5,-,-,-,81.8,36.9,免费评估
308,Westfälische Wilhelms-Universität Münster,Germany,42,50.9,43.5,24.6,-,22.2,36.9,免费评估
311,Universidade Federal do Rio de Janeiro,Brazil,67.1,-,-,-,-,-,36.7,免费评估
312,赫瑞·瓦特大学Heriot-Watt University,United Kingdom,-,46.8,32.9,95.4,98.9,37.5,36.6,免费评估
313,塔斯马尼亚大学University of Tasmania,Australia,-,-,31.2,97.3,90.1,46.2,36.5,免费评估
314,Charles University,Czech Republic,48.5,40.6,37.1,-,45.2,-,36.3,免费评估
314,University of Tartu,Estonia,28.5,37.9,79.2,-,-,-,36.3,免费评估
316,梅西大学Massey University,New Zealand,37.2,35.6,-,96.8,86.6,-,36.2,免费评估
316,Tongji University,China,36.1,-,-,83.2,24.2,43.8,36.2,免费评估
318,University at Buffalo SUNY,United States,-,-,-,82.9,63.2,73.3,36.1,免费评估
319,林肯大学Lincoln University,New Zealand,-,-,68.5,95.4,93.2,33.3,35.9,免费评估
319,Sun Yat-sen University,China,42.4,49.4,28.6,30.6,-,31,35.9,免费评估
319,Université de Liège,Belgium,-,33.9,-,-,63.8,78.6,35.9,免费评估
322,Hiroshima University,Japan,31.4,-,83.8,-,-,-,35.8,免费评估
323,Tomsk State University,Russia,-,-,94,22.2,69.4,-,35.7,免费评估
323,加州大学河滨分校University of California-Riverside,United States,-,35.4,-,76.5,-,77.9,35.7,免费评估
325,格里菲斯大学Griffith University,Australia,33.6,35.8,-,98.2,57.5,40.2,35.6,免费评估
325,Harbin Institute of Technology,China,-,-,50.3,-,-,60,35.6,免费评估
325,University of Milan,Italy,52.9,36.4,-,-,-,41.1,35.6,免费评估
325,The Katz School at Yeshiva University,United States,-,-,96.3,-,24.2,65.9,35.6,免费评估
329,National Yang Ming University,Taiwan,-,-,99.8,-,-,37.4,35.5,免费评估
330,Ecole Normale Supérieure de Cachan,France,-,-,85,27.5,32,31.6,35.4,免费评估
331,Bandung Institute of Technology (ITB),Indonesia,52.9,56.1,31,30.1,-,-,35.3,免费评估
331,Universidad Austral,Argentina,28.8,51.2,86.4,-,-,-,35.3,免费评估
331,University of Cologne,Germany,43.8,62.4,33.4,26.7,21.3,-,35.3,免费评估
334,Belarusian State University,Belarus,28.3,-,92.3,-,25.5,-,35.1,免费评估
334,Mahidol University,Thailand,46.4,-,58,-,-,-,35.1,免费评估
336,L.N. Gumilyov Eurasian National University (ENU),Kazakhstan,-,35.7,98.2,31.7,-,-,35.0,免费评估
337,Universidad de Belgrano,Argentina,-,47.5,91,-,86.5,-,34.9,免费评估
338,Umea University,Sweden,-,-,79.9,29,-,23.4,34.8,免费评估
339,波士顿学院Boston College,United States,29.9,38.2,-,94.8,-,43.4,34.7,免费评估
339,Gwangju Institute of Science and Technology (GIST),South Korea,-,-,37.6,-,-,100,34.7,免费评估
341,Universität Jena,Germany,-,-,87.6,-,30.3,-,34.6,免费评估
341,University of Hawai'i at Mañoa,United States,-,-,56.5,62.2,22.9,46.2,34.6,免费评估
343,伦敦城市大学City University London,United Kingdom,-,48,-,98.2,100,37.5,34.2,免费评估
344,Nankai University,China,32.6,-,30.1,19.5,-,58.6,34.0,免费评估
344,Xi’an Jiaotong University,China,29.1,-,48.5,28.9,-,38.5,34.0,免费评估
346,布鲁内尔大学Brunel University,United Kingdom,-,-,-,97.3,99.3,49.8,33.9,免费评估
346,东北大学Northeastern University,United States,-,35.1,25.2,71.8,96.5,40.1,33.9,免费评估
346,维多利亚大学University of Victoria,Canada,-,-,-,82.5,46.1,74.4,33.9,免费评估
349,Qatar University,Qatar,-,-,59.9,100,99.9,-,33.8,免费评估
349,Universiti Brunei Darussalam (UBD),Brunei,-,-,92.5,100,64.7,-,33.8,免费评估
351,Kobe University,Japan,33.8,36.8,61.8,-,-,-,33.6,免费评估
352,Ben Gurion University of The Negev,Israel,-,-,-,77.1,42.4,49.2,33.5,免费评估
352,乔治华盛顿大学George Washington University,United States,35.3,37,-,36.4,47.8,33.8,33.5,免费评估
352,埃塞克斯大学University of Essex,United Kingdom,-,-,-,99.9,99.8,29.9,33.5,免费评估
355,Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),Russia,-,-,98.3,23.7,33.5,-,33.4,免费评估
355,Université Paris Dauphine,France,28.8,75.2,30.7,45.6,80.9,-,33.4,免费评估
357,Tilburg University,Netherlands,-,-,-,82.8,40.5,74.5,33.3,免费评估
357,University Ulm,Germany,-,-,63.7,50.9,34.1,51.2,33.3,免费评估
357,University of Jyväskylä,Finland,-,-,80.8,42.4,-,-,33.3,免费评估
360,拉筹伯大学La Trobe University,Australia,29.6,39.9,-,97.3,95.3,28.5,33.2,免费评估
361,牛津布鲁克斯大学Oxford Brookes University,United Kingdom,30.3,75.6,-,65.5,83.9,-,33.1,免费评估
361,Stellenbosch University,South Africa,34.4,33.5,-,78.2,-,52.9,33.1,免费评估
361,Universidade Nova de Lisboa,Portugal,34.6,60.9,35.4,-,23.5,-,33.1,免费评估
364,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires (UCA),Argentina,-,66.9,76.9,-,-,-,33.0,免费评估
364,伦斯勒理工学院Rensselaer Polytechnic Institute,United States,-,-,-,26.4,47.7,78.2,33.0,免费评估
364,University of the Witwatersrand,South Africa,34.7,43.6,-,88.3,-,33.7,33.0,免费评估
367,詹姆斯·库克大学James Cook University,Australia,-,-,-,91.5,96.2,56.8,32.9,免费评估
367,Tokyo Medical and Dental University (TMDU),Japan,-,-,100,-,-,23.9,32.9,免费评估
367,University of the Philippines,Philippines,46,56.6,40.7,-,-,-,32.9,免费评估
367,University of Tromsø The Arctic University of Norway,Norway,-,-,96.7,41,29,-,32.9,免费评估
367,弗吉尼亚理工大学Virginia Polytechnic Institute and State Universit,United States,33.2,40.4,-,19.8,23.4,44.1,32.9,免费评估
372,University of St.Gallen (HSG),Switzerland,-,93.7,-,100,95.9,34.9,32.8,免费评估
373,阿斯顿大学Aston University,United Kingdom,-,54.1,-,95.8,87.2,40.2,32.5,免费评估
373,Moscow State Institute of International Relations (MGIMO University),Russia,-,36.9,99.2,-,50.1,-,32.5,免费评估
373,National Research Nuclear University MEPhI (Moscow Engineering Physics Institute),Russia,-,-,94.1,39.1,62.3,-,32.5,免费评估
373,Universitat Politècnica de València,Spain,-,36.7,65.6,-,28.7,-,32.5,免费评估
373,肯特大学University of Kent,United Kingdom,-,-,30.8,97.6,89.5,24.5,32.5,免费评估
378,Laval University,Canada,31.3,-,27.8,67.1,32.9,30.8,32.4,免费评估
379,Aalborg University,Denmark,-,47.3,31.9,74.3,42.8,26.9,32.2,免费评估
380,Tampere University of Technology,Finland,-,-,84.8,34.8,-,24.7,32.1,免费评估
381,Université de Montpellier,France,36.4,43.5,-,-,38.4,42.3,32.0,免费评估
382,"National Research University Higher School of Economics (HSE, Moscow)",Russia,-,-,92.8,-,-,-,31.9,免费评估
382,"Stony Brook University, State University of New York",United States,-,-,35.2,-,85,43.3,31.9,免费评估
384,University of Southern Denmark,Denmark,-,-,41.2,73.5,41.5,26,31.6,免费评估
385,Universität Konstanz,Germany,31.3,-,38.7,56.1,32.9,-,31.5,免费评估
386,National Research Tomsk Polytechnic University,Russia,-,-,93.5,19.2,81.8,-,31.3,免费评估
386,堪萨斯大学University of Kansas,United States,-,-,78.2,-,-,-,31.3,免费评估
388,National Sun Yat-sen University,Taiwan,29.9,-,27,17.9,-,52.2,31.2,免费评估
388,Universität Mannheim,Germany,-,84.2,-,30.6,30.1,32,31.2,免费评估
390,United Arab Emirates University,United Arab Emirates,-,-,47.9,100,76.3,-,31.1,免费评估
391,Dublin City University,Ireland,-,46.3,35.8,78.4,57.2,-,31.0,免费评估
391,National Central University,Taiwan,32.5,-,31.7,-,-,40.3,31.0,免费评估
391,犹他大学University of Utah,United States,-,-,60.1,-,-,38.2,31.0,免费评估
394,"University of Colorado, Denver",United States,-,-,100,-,-,-,30.8,免费评估
395,The American University in Cairo,Egypt,31,49.3,37.1,90.7,-,-,30.7,免费评估
395,伊利诺理工学院Illinois Institute of Technology,United States,-,-,-,21.4,100,49.7,30.7,免费评估
397,HUFS - Hankuk (Korea) University of Foreign Studies,South Korea,-,-,78.3,37.9,39,-,30.6,免费评估
398,"伦敦大学金史密斯学院Goldsmiths, University of London",United Kingdom,-,-,25.5,85,97.2,-,30.5,免费评估
398,Johannes Gutenberg Universität Mainz,Germany,27.9,-,48.7,35.1,24.6,-,30.5,免费评估
398,Taipei Medical University,Taiwan,-,-,84.7,24.4,-,-,30.5,免费评估
