Ranking,University English Name,Country/Region,Academic Reputation,Employer Reputation,Faculty Student,International Faculty,International Students,Citations per Faculty,Overall Score,Free
285,昆士兰科技大学Queensland University of Technology,Australia,46.1,76.7,,97.6,52.1,,43.2,免费评估
285,Friedrich-Alexander-Universität Erlangen-Nürnberg,Germany,40.5,39.7,55.6,40.6,,42.7,43.2,免费评估
287,Universidad Austral,Argentina,40.1,63.1,93.3,,,,43.1,免费评估
288,Universität Innsbruck,Austria,46.2,47.9,,94.9,98.7,,42.9,免费评估
289,Universität Leipzig,Germany,43.8,,,,,85.8,42.3,免费评估
290,维多利亚大学University of Victoria,Canada,37.9,,,87.6,35.0,76.5,42.2,免费评估
290,École des Ponts ParisTech,France,,68.8,98.5,29.0,96.2,,42.2,免费评估
292,Ben Gurion University of The Negev,Israel,,,67.8,82.3,39.6,,42.1,免费评估
293,University of Porto,Portugal,56.2,46.7,,,,44.1,42.0,免费评估
294,Arizona State University,United States,55.8,,,,,59.2,41.9,免费评估
294,Tokyo Medical and Dental University,Japan,,,100.0,,,60.2,41.9,免费评估
294,Universiti Teknologi Malaysia,Malaysia,40.5,,70.5,60.6,76.7,,41.9,免费评估
294,Kobe University,Japan,43.7,39.9,63.9,,,,41.9,免费评估
298,Universitat Pompeu Fabra,Spain,44.9,,,67.6,39.7,43.9,41.7,免费评估
298,Laval University,Canada,37.6,43.1,,55.8,36.8,53.6,41.7,免费评估
300,Indian Institute of Technology Kanpur,India,52.0,61.1,,,,39.0,41.6,免费评估
300,George Washington University,United States,41.7,53.2,,,49.9,43.6,41.6,免费评估
300,Johannes Gutenberg Universität Mainz,Germany,38.6,40.3,,38.8,33.9,76.6,41.6,免费评估
300,University at Buffalo SUNY,United States,,,,58.6,71.7,93.1,41.6,免费评估
304,皇家墨尔本理工大学Royal Melbourne Institute of Technology University,Australia,38.2,88.5,,100.0,97.6,,41.5,免费评估
305,Università degli Studi di Roma - Tor Vergata,Italy,52.5,,,,,68.2,41.3,免费评估
305,University of Cologne,Germany,51.0,69.4,,,,36.0,41.3,免费评估
305,Al-Farabi Kazakh National University,Kazakhstan,47.5,,84.0,,,,41.3,免费评估
308,University of Southern Denmark,Denmark,,,50.0,67.2,54.3,42.6,41.1,免费评估
309,Universiti Sains Malaysia,Malaysia,55.3,46.4,,,,,41.0,免费评估
310,University of Indonesia,Indonesia,51.3,65.5,55.7,40.3,,,40.9,免费评估
310,Universität Konstanz,Germany,48.4,,44.6,56.4,35.3,,40.9,免费评估
312,Universidade Nova de Lisboa,Portugal,43.4,53.7,49.8,41.0,,,40.8,免费评估
313,University of Utah,United States,,,46.5,31.1,,90.8,40.7,免费评估
314,Hiroshima University,Japan,36.6,,88.5,,,,40.5,免费评估
314,萨里大学University of Surrey,United Kingdom,,,,94.2,98.3,34.0,40.5,免费评估
316,Universidad Nacional de Colombia,Colombia,65.0,85.6,,,,,40.4,免费评估
316,Brandeis University,United States,,,,,73.3,78.2,40.4,免费评估
318,University of the Witwatersrand,South Africa,46.5,46.6,,74.9,,,40.3,免费评估
318,University of Jyväskylä,Finland,34.3,,91.2,38.9,,,40.3,免费评估
318,Hong Kong Baptist University,Hong Kong,,,63.5,95.3,77.6,,40.3,免费评估
321,Sun Yat-sen University,China,50.7,47.1,,32.2,,41.0,40.2,免费评估
322,Indian Institute of Technology Madras,India,43.4,71.5,,,,49.2,40.1,免费评估
322,Bauman Moscow State Technical University,Russia,,65.8,100.0,,,,40.1,免费评估
324,"Indian Institute of Technology, Kharagpur",India,40.3,70.0,,,,60.3,40.0,免费评估
324,格里菲斯大学Griffith University,Australia,39.8,52.9,,96.3,77.8,,40.0,免费评估
324,L.N. Gumilyov Eurasian National University L.N. Gumilyov Eurasian National University,Kazakhstan,37.3,,99.8,28.0,,,40.0,免费评估
324,University of Hawai'i at Mañoa,United States,,,71.0,51.0,,49.3,40.0,免费评估
328,Nankai University,China,45.6,,45.0,,,36.3,39.9,免费评估
328,Novosibirsk State University,Russia,36.7,,85.8,,41.1,,39.9,免费评估
328,Universität Mannheim,Germany,,89.1,,34.7,,51.6,39.9,免费评估
331,伦敦大学亚非学院SOAS University of London,United Kingdom,37.8,,50.2,100.0,100.0,,39.8,免费评估
331,科廷大学Curtin University,Australia,36.7,54.9,,100.0,98.4,,39.8,免费评估
333,南澳大学University of South Australia,Australia,,62.5,,100.0,62.6,,39.7,免费评估
334,King Abdul Aziz University,Saudi Arabia,38.3,,63.0,91.3,58.6,,39.6,免费评估
335,University of Warsaw,Poland,52.7,65.5,,,,,39.5,免费评估
335,Wuhan University,China,52.0,51.0,,54.1,,,39.5,免费评估
337,Universitat Politècnica de Catalunya,Spain,41.6,40.9,62.6,,36.5,,39.3,免费评估
338,Ecole Normale Supérieure de Cachan,France,,,91.0,,34.3,,39.2,免费评估
338,University of Tromso,Norway,,,97.6,30.8,,36.4,39.2,免费评估
338,威克弗里斯特大学Wake Forest University,United States,,,99.5,,,71.2,39.2,免费评估
341,Aix-Marseille University,France,56.1,,,,45.3,,39.1,免费评估
341,伦敦城市大学City University London,United Kingdom,35.6,70.9,,88.4,100.0,,39.1,免费评估
341,Boston College,United States,,53.5,,88.7,,37.0,39.1,免费评估
341,Julius-Maximilians-Universität Würzburg,Germany,,,,34.5,,72.3,39.1,免费评估
345,University of Naples - Federico Ii,Italy,48.9,,,,,74.0,39.0,免费评估
346,梅西大学Massey University,New Zealand,39.7,44.6,,92.0,44.5,,38.9,免费评估
347,Pontificia Universidad Javeriana,Colombia,55.2,77.8,,,,,38.8,免费评估
348,Iowa State University,United States,,,,41.7,,69.1,38.5,免费评估
348,Universität Bremen,Germany,41.2,,55.2,38.3,35.3,,38.5,免费评估
350,詹姆斯·库克大学James Cook University,Australia,,,,92.4,46.1,60.8,38.4,免费评估
351,University of Coimbra,Portugal,51.0,39.7,,,,,38.3,免费评估
352,University of Florence,Italy,55.9,,,,,38.7,38.1,免费评估
352,赫瑞瓦特大学Heriot Watt University,United Kingdom,,59.9,,94.9,99.6,,38.1,免费评估
352,"Stony Brook University, State University of New York",United States,,,50.2,,73.7,61.5,38.1,免费评估
355,Universidad Carlos III de Madrid,Spain,45.0,61.9,49.5,,,,38.0,免费评估
355,弗吉尼亚理工大学Virginia Polytechnic Institute and State University,United States,38.2,43.8,,,35.0,38.5,38.0,免费评估
355,Ewha Womans University,South Korea,35.2,,70.0,,43.6,,38.0,免费评估
355,布鲁内尔大学Brunel University,United Kingdom,,,,95.7,98.0,41.9,38.0,免费评估
359,Rensselaer Polytechnic Institute,United States,,,,,49.6,89.4,37.7,免费评估
360,迪肯大学Deakin University,Australia,37.3,64.3,,96.6,58.0,,37.5,免费评估
360,The American University in Cairo,Egypt,35.2,68.2,50.5,95.9,,,37.5,免费评估
362,Tampere University of Technology,Finland,,,81.7,90.3,35.1,,37.4,免费评估
363,University of Bordeaux,France,45.5,,,,,47.2,37.3,免费评估
363,Aalborg University,Denmark,35.8,58.2,,72.0,45.3,,37.3,免费评估
365,Politecnico di Torino,Italy,45.5,63.2,,,53.4,40.3,37.1,免费评估
366,Dublin City University,Ireland,,49.2,48.9,82.0,63.9,,37.0,免费评估
367,University of the Philippines,Philippines,54.0,62.4,,,,,36.9,免费评估
367,Tilburg University,Netherlands,38.9,41.5,,85.4,,36.3,36.9,免费评估
367,Université Paris-Dauphine,France,38.9,85.7,,47.2,82.6,,36.9,免费评估
370,埃塞克斯大学University of Essex,United Kingdom,37.8,,,97.6,98.8,,36.8,免费评估
371,Jagiellonian University,Poland,44.3,52.0,53.3,,,,36.6,免费评估
371,Università degli Studi di Pavia,Italy,40.3,,,,,68.9,36.6,免费评估
371,National Taiwan University of Science And Technology,Taiwan,,,68.2,,,,36.6,免费评估
371,University of Kansas,United States,,,74.0,,,39.2,36.6,免费评估
375,University of Mississippi,United States,,,88.8,,,69.4,36.5,免费评估
376,Universiti Putra Malaysia,Malaysia,45.7,,43.2,31.3,44.8,,36.4,免费评估
377,Università Cattolica del Sacro Cuore,Italy,37.7,65.1,,34.6,,,36.2,免费评估
377,University of Texas at Dallas,United States,,,,,65.0,90.5,36.2,免费评估
379,University of Tartu,Estonia,37.9,,56.0,,,,36.1,免费评估
379,Washington State University,United States,36.5,,,69.7,,38.4,36.1,免费评估
379,牛津布鲁克斯大学Oxford Brookes University,United Kingdom,36.3,71.0,,63.0,82.9,,36.1,免费评估
379,Taipei Medical University,Taiwan,,,62.3,,,49.3,36.1,免费评估
379,Xi'an Jiaotong University,China,,46.2,62.9,,,,36.1,免费评估
384,Sogang University,South Korea,,53.9,59.3,,34.4,,36.0,免费评估
385,Politécnica de Madrid,Spain,34.8,45.8,62.4,,54.4,,35.9,免费评估
385,United Arab Emirates University,United Arab Emirates,,,,100.0,85.1,,35.9,免费评估
385,University of Tampere,Finland,,,60.7,,,32.8,35.9,免费评估
388,Ruhr-Universität Bochum,Germany,38.4,,,40.5,40.9,34.5,35.8,免费评估
388,北卡罗来纳州立大学North Carolina State University at Raleigh,United States,,39.4,,,,61.9,35.8,免费评估
390,Stellenbosch University,South Africa,43.8,40.4,,26.7,,38.0,35.6,免费评估
390,American University of Sharjah,United Arab Emirates,,61.3,,100.0,100.0,,35.6,免费评估
390,阿斯顿大学Aston University,United Kingdom,,56.0,,92.8,93.6,,35.6,免费评估
393,Tongji University,China,39.6,55.5,44.7,,,,35.5,免费评估
394,University of Turin,Italy,45.5,,,,,56.0,35.2,免费评估
395,Universität Regensburg,Germany,,,49.9,44.1,,52.8,35.0,免费评估
396,Christian-Albrechts-University zu Kiel,Germany,,,,32.7,,68.9,34.9,免费评估
397,Universität Jena,Germany,,,56.3,,,34.2,34.8,免费评估
397,University of New Mexico,United States,,,65.6,,,44.2,34.8,免费评估
399,Bilkent University,Turkey,38.9,50.7,,61.4,,,34.7,免费评估
399,Bogaziçi Üniversitesi,Turkey,36.0,60.3,,31.7,,37.3,34.7,免费评估
399,Moscow State Institute of International Relations,Russia,,47.4,97.4,,48.5,,34.7,免费评估
399,东北大学Northeastern University,United States,,,,,85.4,45.7,34.7,免费评估
